Date, Close, Volume, Open, High, Low
06/12/2020, 304.21, 194678900, 308.24, 309.08, 298.6
06/11/2020, 300.61, 209243600, 311.46, 312.15, 300.01
06/10/2020, 319, 95000770, 321.42, 322.39, 318.2209
06/09/2020, 320.79, 77479230, 320.3, 323.2849, 319.36
06/08/2020, 323.2, 73641220, 320.22, 323.41, 319.63
06/05/2020, 319.34, 150524700, 317.23, 321.275, 317.16
06/04/2020, 311.36, 75794360, 311.11, 313, 309.08
06/03/2020, 312.18, 92567570, 310.24, 313.22, 309.94
06/02/2020, 308.08, 74267160, 306.55, 308.13, 305.1
06/01/2020, 305.55, 56779840, 303.62, 306.205, 303.06
05/29/2020, 304.32, 119265700, 302.46, 304.96, 299.47
05/28/2020, 302.97, 90767810, 304.65, 306.84, 302.24
05/27/2020, 303.53, 104817400, 302.12, 303.57, 296.87
05/26/2020, 299.08, 88951440, 301.93, 302.19, 295.4646
05/22/2020, 295.44, 63958200, 294.57, 295.63, 293.22
05/21/2020, 294.88, 78293930, 296.79, 297.67, 293.6886
05/20/2020, 296.93, 85861690, 295.82, 297.87, 295.57
05/19/2020, 291.97, 95189320, 294.35, 296.205, 291.95
05/18/2020, 295, 120320200, 293.05, 296.75, 292.7
05/15/2020, 286.28, 111146300, 282.37, 286.33, 281.34
05/14/2020, 284.97, 121977900, 278.95, 285.11, 272.99
05/13/2020, 281.6, 144721100, 286.06, 287.19, 278.965
05/12/2020, 286.67, 95870790, 293.79, 294.24, 286.52
05/11/2020, 292.5, 79514230, 290.34, 294, 289.88
05/08/2020, 292.44, 76622130, 291.09, 292.95, 289.86
05/07/2020, 287.68, 75250410, 287.75, 289.78, 287.13
05/06/2020, 284.25, 73632630, 288.04, 288.46, 283.78
05/05/2020, 286.19, 79569940, 286.64, 289.25, 283.7134
05/04/2020, 283.57, 80873210, 280.74, 283.9, 279.13
05/01/2020, 282.79, 125180000, 285.31, 290.6572, 281.52
04/30/2020, 290.48, 122901700, 291.71, 293.3239, 288.59
04/29/2020, 293.21, 118745600, 291.53, 294.88, 290.41
04/28/2020, 285.73, 105270000, 291.02, 291.4, 285.4
04/27/2020, 287.05, 77896610, 285.12, 288.27, 284.62
04/24/2020, 282.97, 85165950, 280.73, 283.7, 278.5
04/23/2020, 279.08, 104709700, 280.49, 283.94, 278.75
04/22/2020, 279.1, 93524580, 278.35, 281, 276.91
04/21/2020, 273.04, 126385700, 276.73, 278.04, 272.02
04/20/2020, 281.59, 100109300, 282.61, 286.7912, 281.35
04/17/2020, 286.64, 146684800, 285.38, 287.3, 282.4
04/16/2020, 279.1, 131798300, 279.15, 280.03, 275.76
04/15/2020, 277.76, 121775000, 277.57, 283.9407, 275.46
04/14/2020, 283.79, 134143400, 280.98, 284.9, 275.5106
04/13/2020, 275.66, 114839100, 277.14, 277.51, 271.41
04/09/2020, 278.2, 190282700, 277.58, 281.2, 275.47
04/08/2020, 274.03, 153774500, 267.96, 276, 265.2542
04/07/2020, 265.13, 201427200, 274.21, 275.03, 264.89
04/06/2020, 264.86, 188061200, 257.84, 267, 248.1698
04/03/2020, 248.19, 135561200, 250.76, 253.32, 245.22
04/02/2020, 251.83, 177660400, 245.19, 252.68, 244.59
04/01/2020, 246.15, 189554600, 247.98, 257.6591, 243.9
03/31/2020, 257.75, 194881100, 260.56, 263.33, 256.22
03/30/2020, 261.65, 170961900, 255.7, 262.43, 253.53
03/27/2020, 253.42, 224341200, 253.27, 260.81, 251.05
03/26/2020, 261.2, 257632800, 249.52, 262.8, 249.05
03/25/2020, 246.79, 299430300, 244.87, 256.35, 239.75
03/24/2020, 243.15, 235494500, 234.42, 244.1, 233.8
03/23/2020, 222.95, 326025200, 228.19, 229.6833, 218.26
03/20/2020, 228.8, 347158800, 242.53, 244.47, 228.5
03/19/2020, 240.51, 289322000, 239.25, 247.38, 232.22
03/18/2020, 240, 327597100, 236.25, 248.37, 228.02
03/17/2020, 252.8, 262070500, 245.04, 256.17, 237.07
03/16/2020, 239.85, 297240000, 241.18, 256.9, 237.36
03/13/2020, 269.32, 329566100, 263.09, 271.4754, 248.5237
03/12/2020, 248.11, 392220700, 256, 266.66, 247.68
03/11/2020, 274.36, 256416600, 280.7, 281.94, 270.88
03/10/2020, 288.42, 276444100, 284.64, 288.52, 273.5
03/09/2020, 274.23, 309417300, 275.3, 284.19, 273.45
03/06/2020, 297.46, 228667200, 293.15, 298.78, 290.23
03/05/2020, 302.46, 186366800, 304.98, 308.47, 300.01
03/04/2020, 312.86, 176613400, 306.12, 313.1, 303.33
03/03/2020, 300.24, 300139100, 309.5, 313.84, 297.57
03/02/2020, 309.09, 238703600, 298.21, 309.16, 294.46
02/28/2020, 296.26, 385764000, 288.7, 297.892, 285.54
02/27/2020, 297.51, 284353500, 305.46, 311.5637, 297.51
02/26/2020, 311.5, 194773800, 314.18, 318.11, 310.7
02/25/2020, 312.65, 218913200, 323.94, 324.61, 311.69
02/24/2020, 322.42, 161088400, 323.14, 333.5623, 321.24
02/21/2020, 333.48, 113788200, 335.47, 335.81, 332.58
02/20/2020, 336.95, 74163360, 337.7423, 338.64, 333.6817
02/19/2020, 338.34, 48814690, 337.79, 339.08, 337.48
02/18/2020, 336.73, 57342530, 336.51, 337.6677, 335.21
02/14/2020, 337.6, 64582210, 337.51, 337.73, 336.2
02/13/2020, 337.06, 54501920, 335.862, 338.12, 335.56
02/12/2020, 337.42, 43992660, 336.83, 337.65, 336.43
02/11/2020, 335.26, 54864530, 336.16, 337.02, 334.684
02/10/2020, 334.68, 42070010, 331.23, 334.75, 331.19
02/07/2020, 332.2, 64139440, 332.82, 333.9941, 331.6
02/06/2020, 333.98, 50359690, 333.91, 334.19, 332.8
02/05/2020, 332.86, 65951150, 332.27, 333.09, 330.67
02/04/2020, 329.06, 62573190, 328.07, 330.01, 327.72
02/03/2020, 324.12, 69242290, 323.35, 326.16, 323.22
01/31/2020, 321.73, 113845600, 327, 327.17, 320.73
01/30/2020, 327.68, 75491840, 324.36, 327.91, 323.54
01/29/2020, 326.62, 54040890, 328.38, 328.63, 326.4
01/28/2020, 326.89, 63833950, 325.06, 327.85, 323.6038
01/27/2020, 323.5, 84062460, 323.03, 325.12, 322.66
01/24/2020, 328.77, 87578440, 332.44, 332.53, 327.36
01/23/2020, 331.72, 51962990, 330.63, 332.1682, 329.41
01/22/2020, 331.34, 48914900, 332.24, 332.95, 331.17
01/21/2020, 331.3, 77742420, 330.9, 332.18, 330.82
01/17/2020, 331.95, 95846020, 331.7, 332.18, 330.8539
01/16/2020, 330.92, 54050330, 329.7, 330.92, 329.45
01/15/2020, 328.19, 72056600, 327.35, 329.02, 327.26
01/14/2020, 327.45, 63036380, 327.47, 328.62, 326.844
01/13/2020, 327.95, 47262010, 326.39, 327.96, 325.92
01/10/2020, 325.71, 53057390, 327.29, 327.46, 325.2
01/09/2020, 326.65, 48569600, 326.16, 326.73, 325.52
01/08/2020, 324.45, 68434150, 322.94, 325.78, 322.67
01/07/2020, 322.73, 42854810, 323.02, 323.54, 322.24
01/06/2020, 323.64, 55761950, 320.49, 323.73, 320.36
01/03/2020, 322.41, 77783120, 321.16, 323.64, 321.1
01/02/2020, 324.87, 59253830, 323.54, 324.89, 322.53
12/31/2019, 321.86, 57107000, 320.53, 322.13, 320.15
12/30/2019, 321.08, 49782730, 322.95, 323.1, 320.55
12/27/2019, 322.86, 42554820, 323.74, 323.8, 322.28
12/26/2019, 322.94, 31024190, 321.65, 322.95, 321.64
12/24/2019, 321.23, 20270010, 321.47, 321.52, 320.9
12/23/2019, 321.22, 53015640, 321.59, 321.65, 321.06
12/20/2019, 320.73, 149338200, 320.46, 321.9742, 319.3873
12/19/2019, 320.9, 85388420, 319.8, 320.98, 319.5246
12/18/2019, 319.59, 48199960, 320, 320.25, 319.53
12/17/2019, 319.57, 61131770, 319.92, 320.25, 319.48
12/16/2019, 319.5, 82836130, 319.22, 320.15, 317.2542
12/13/2019, 317.32, 81546490, 316.87, 318.67, 316.02
12/12/2019, 317.13, 96585800, 314.43, 317.99, 314.17
12/11/2019, 314.42, 53521450, 314.03, 314.7, 313.4393
12/10/2019, 313.53, 53107130, 313.82, 314.55, 312.81
12/09/2019, 313.88, 34904320, 314.44, 315.18, 313.8
12/06/2019, 314.87, 48956770, 314.12, 315.31, 314.11
12/05/2019, 312.02, 40781670, 312.23, 312.25, 310.58
12/04/2019, 311.46, 49190400, 310.7, 312.12, 310.32
12/03/2019, 309.55, 75172710, 308.65, 309.64, 307.13
12/02/2019, 311.64, 76110030, 314.59, 314.66, 311.17
11/29/2019, 314.31, 36592740, 314.86, 315.13, 314.06
11/27/2019, 315.48, 44793180, 314.61, 315.48, 314.37
11/26/2019, 314.08, 37727950, 313.41, 314.28, 313.06
11/25/2019, 313.37, 48762680, 311.98, 313.37, 311.98
11/22/2019, 310.96, 44850230, 311.09, 311.24, 309.85
11/21/2019, 310.27, 54664690, 310.89, 311.01, 309.39
11/20/2019, 310.77, 79696280, 311.28, 311.85, 309.06
11/19/2019, 311.93, 67927820, 312.68, 312.69, 311.22
11/18/2019, 312.02, 49327980, 311.53, 312.28, 311.03
11/15/2019, 311.79, 62706190, 311.02, 311.84, 310.26
11/14/2019, 309.55, 52001870, 308.79, 309.64, 308.09
11/13/2019, 309.1, 54459020, 307.91, 309.54, 307.66
11/12/2019, 309, 46484620, 308.75, 309.99, 308.15
11/11/2019, 308.35, 35934910, 307.42, 308.54, 307.27
11/08/2019, 308.94, 49068800, 307.8, 309.0036, 307.03
11/07/2019, 308.18, 54272270, 308.57, 309.65, 307.66
11/06/2019, 307.1, 46487110, 307.03, 307.4, 306.06
11/05/2019, 307.03, 42933220, 307.59, 307.9195, 306.71
11/04/2019, 307.37, 60606920, 307.85, 308, 306.96
11/01/2019, 306.14, 71141520, 304.92, 306.19, 304.74
10/31/2019, 303.33, 69053790, 304.13, 304.13, 301.73
10/30/2019, 304.14, 49643930, 303.43, 304.55, 301.99
10/29/2019, 303.21, 44284920, 303, 304.23, 302.86
10/28/2019, 303.3, 42146970, 302.94, 303.85, 302.91
10/25/2019, 301.6, 45205410, 299.74, 302.2, 299.6806
10/24/2019, 300.37, 35857460, 300.91, 301.07, 299.4601
10/23/2019, 299.88, 34991830, 298.73, 299.94, 298.495
10/22/2019, 299.01, 49126040, 300.58, 300.9, 298.91
10/21/2019, 299.99, 39460900, 299.42, 300.21, 298.935
10/18/2019, 297.97, 64338030, 298.69, 299.395, 296.99
10/17/2019, 299.28, 46784890, 299.68, 300.24, 298.515
10/16/2019, 298.4, 50563600, 298.37, 299.16, 297.92
10/15/2019, 298.88, 47832360, 297.1, 299.7, 296.97
10/14/2019, 295.95, 40546670, 295.93, 296.67, 295.57
10/11/2019, 296.28, 101228600, 296.27, 298.74, 296.1448
10/10/2019, 293.24, 57255970, 291.18, 294.21, 291
10/09/2019, 291.27, 65707330, 290.75, 292.3, 288.6559
10/08/2019, 288.53, 101575500, 291.04, 291.85, 288.49
10/07/2019, 293.08, 60656560, 293.47, 295.26, 292.77
10/04/2019, 294.35, 66700680, 291.14, 294.63, 290.82
10/03/2019, 290.42, 85906800, 287.81, 290.45, 284.82
10/02/2019, 288.06, 124524000, 291.5, 291.51, 286.64
10/01/2019, 293.24, 89900420, 297.74, 298.455, 293
09/30/2019, 296.77, 52562760, 295.97, 297.55, 295.92
09/27/2019, 295.4, 84781110, 297.83, 297.9465, 293.69
09/26/2019, 297, 58722360, 297.63, 297.86, 295.45
09/25/2019, 297.62, 73434080, 295.96, 298.11, 294.33
09/24/2019, 295.87, 97367570, 299.41, 299.84, 294.81
09/23/2019, 298.21, 47541320, 297.55, 299, 297.27
09/20/2019, 298.28, 97455980, 300.36, 300.67, 297.41
09/19/2019, 301.08, 78099220, 301.53, 302.63, 300.7103
09/18/2019, 301.1, 74192090, 300.49, 301.22, 298.24
09/17/2019, 300.92, 42904430, 299.94, 301.02, 299.75
09/16/2019, 300.16, 58191180, 299.84, 301.1378, 299.45
09/13/2019, 301.09, 62104840, 301.78, 302.17, 300.68
09/12/2019, 301.29, 72908750, 301.25, 302.46, 300.41
09/11/2019, 300.25, 68821070, 298.47, 300.34, 297.75
09/10/2019, 298.13, 57947100, 297.36, 298.2, 295.97
09/09/2019, 298.2, 51260290, 299.14, 299.24, 297.16
09/06/2019, 298.05, 49584290, 298.17, 298.76, 297.42
09/05/2019, 297.82, 83356780, 296.79, 298.83, 294.001
09/04/2019, 294.04, 47003960, 293.14, 294.055, 292.31
09/03/2019, 290.74, 69231880, 290.57, 291.58, 289.27
08/30/2019, 292.45, 62961780, 294.22, 294.2399, 291.42
08/29/2019, 292.58, 57998910, 291.72, 293.16, 290.61
08/28/2019, 288.89, 59852320, 286.14, 289.07, 285.25
08/27/2019, 286.87, 68263000, 289.54, 289.95, 286.03
08/26/2019, 288, 72620600, 287.27, 288, 285.58
08/23/2019, 284.85, 149318200, 290.92, 292.76, 283.47
08/22/2019, 292.36, 51739290, 293.23, 293.93, 290.4
08/21/2019, 292.45, 49723430, 292.48, 292.86, 291.72
08/20/2019, 290.09, 51652750, 291.77, 292.36, 289.95
08/19/2019, 292.33, 53640150, 292.19, 293.08, 291.44
08/16/2019, 288.85, 85825290, 286.48, 289.33, 284.7138
08/15/2019, 284.65, 101929800, 284.88, 285.64, 282.39
08/14/2019, 283.9, 135622100, 288.07, 292.4644, 283.76
08/13/2019, 292.55, 94792970, 287.74, 294.15, 287.36
08/12/2019, 288.07, 65527630, 289.96, 291.6052, 287.02
08/09/2019, 291.62, 93729960, 292.58, 293.24, 289.65
08/08/2019, 293.62, 87713900, 289.62, 293.62, 289.01
08/07/2019, 287.97, 140572300, 284.4, 288.82, 282.04
08/06/2019, 287.8, 120711700, 285.91, 288.04, 284.28
08/05/2019, 283.82, 178745400, 288.09, 288.21, 281.72
08/02/2019, 292.62, 116749700, 293.85, 294.12, 290.9
08/01/2019, 294.84, 142646600, 297.6, 300.87, 293.96
07/31/2019, 297.43, 104245200, 300.99, 301.2, 295.2
07/30/2019, 300.72, 45849050, 299.91, 301.17, 299.49
07/29/2019, 301.46, 38126460, 301.88, 301.93, 300.85
07/26/2019, 302.01, 45084080, 300.76, 302.23, 300.62
07/25/2019, 300, 55394090, 300.94, 301, 299.11
07/24/2019, 301.44, 47213230, 299.19, 301.44, 299.09
07/23/2019, 300.03, 44657970, 299.14, 300.03, 298.22
07/22/2019, 297.9, 43687400, 297.61, 298.5, 297.04
07/19/2019, 297.17, 71081240, 300.04, 300.07, 296.96
07/18/2019, 298.83, 51701690, 297.19, 299.25, 296.7
07/17/2019, 297.74, 44102440, 299.75, 299.93, 297.74
07/16/2019, 299.71, 40567960, 300.65, 300.88, 299.44
07/15/2019, 300.75, 33910260, 301.13, 301.13, 300.19
07/12/2019, 300.65, 40354410, 299.85, 300.73, 299.51
07/11/2019, 299.31, 50889480, 299.32, 299.58, 298.2
07/10/2019, 298.61, 58595560, 298.37, 299.66, 297.78
07/09/2019, 297.19, 41101280, 295.54, 297.52, 295.48
07/08/2019, 296.82, 45841770, 297.01, 298.2579, 296.22
07/05/2019, 298.46, 51677330, 297.44, 298.64, 296.01
07/03/2019, 298.8, 40898900, 297.18, 298.82, 297.02
07/02/2019, 296.43, 61504540, 295.61, 296.49, 294.68
07/01/2019, 295.66, 79107470, 296.68, 296.92, 294.33
06/28/2019, 293, 59350930, 292.58, 293.55, 292.01
06/27/2019, 291.5, 40355240, 291.31, 292.06, 290.89
06/26/2019, 290.47, 51584900, 291.75, 292.31, 290.345
06/25/2019, 290.76, 82028660, 293.7, 293.73, 290.64
06/24/2019, 293.64, 47582730, 294.23, 294.58, 293.47
06/21/2019, 294, 83309470, 294.13, 295.52, 293.76
06/20/2019, 295.86, 116570000, 296.04, 296.3093, 293.1255
06/19/2019, 293.06, 78674380, 292.55, 293.65, 291.47
06/18/2019, 292.4, 85434820, 291.39, 293.57, 290.99
06/17/2019, 289.37, 39205710, 289.52, 290.22, 289.18
06/14/2019, 289.26, 52324720, 289.26, 289.93, 288.41
06/13/2019, 289.58, 48945160, 289.4, 289.98, 288.62
